id,release_time,position
0,26,1.1654693792141124
1,94,3.6176444277262076
2,30,1.6880654207976242
3,87,14.724835647152645
4,88,99.98162341661194
5,30,11.712983502505537
6,59,70.81943329851276
7,35,39.22756557413507
8,44,22.860972534891623
9,26,87.45326053736207
10,40,22.339120734958705
11,93,51.13699467514997
12,29,57.714955103052255
13,53,48.96213716191
14,59,56.46915867853098
15,46,43.930244870197555
16,40,93.02173681112063
17,82,45.05882442377539
18,99,86.35739893438311
19,8,49.025652527221276
20,2,19.571059301732564
21,68,17.21945078227547
22,100,69.0484954745283
23,92,1.7381223191448525
24,67,49.49850749350316
25,12,89.18329560475183
26,50,4.741616601935295
27,59,72.55550685560867
28,71,29.58215057958611
29,64,23.236850037583302
30,69,94.81329582636897
31,45,7.830996986672234
32,39,31.12329778413885
33,80,31.826756437787186
34,60,33.61774375302895
35,56,78.18290745779942
36,96,90.74712309069041
37,34,47.44468043904726
38,14,67.63914711213337
39,49,37.61482984974891
40,33,92.79831496458439
41,94,9.234185730823985
42,8,4.1378836711315365
43,7,94.44994945455775
44,20,82.27872438723325
45,72,48.097076917060534
46,63,4.304884746901239
47,7,47.44634989183284
48,10,56.95809495470415
49,59,23.17758111487993
50,96,59.33404672825243
51,88,72.0913494047709
52,86,8.493030526342604
53,1,5.640944341648735
54,96,64.8500068748651
55,48,43.36235549101827
56,7,61.855474811105935
57,90,30.233118381689785
58,57,31.173828652847813
59,3,80.0703983239858
60,49,1.503792325855391
61,85,91.46243732279946
62,78,38.84450711961086
63,66,0.28190772524889773
64,32,24.94328357205884
65,65,33.100399617013665
66,31,68.44101070381475
67,40,49.193018167245086
68,0,60.48605543029626
69,89,22.51054744425098
70,7,85.52733449058391
71,82,86.06746010896028
72,93,94.61279370506959
73,92,57.586318551842886
74,42,87.45430551018825
75,16,33.56401257082919
76,40,34.360497786403435
77,94,61.36973690074865
78,79,48.42113373572885
79,15,39.39336756440414
80,100,58.10874626381708
81,12,78.29458553117253
82,19,70.83379898644002
83,59,83.84962317332317
84,83,19.596437051015002
85,69,55.00199393720945
86,96,32.21919191537891
87,51,23.354331389194282
88,71,64.65280765321153
89,80,11.624063548106257
90,67,72.35084285354465
91,75,15.645519517738515
92,90,68.55364723392078
93,43,45.95354934440118
94,77,98.72634453077289
95,84,96.1994665919475
96,3,27.24197681027164
97,16,75.98508765772523
98,45,99.88179220759928
99,7,46.60033204870613
