id,release_time,position
0,46,46.92225715553809
1,36,41.69526266056648
2,57,0.5853588950006094
3,84,71.10014577124669
4,30,63.49959241034841
5,1,29.65973638150371
6,42,66.67150642123111
7,95,60.210793696424545
8,2,78.92419935789009
9,77,25.350600496212593
10,19,80.76368242952832
11,85,63.09559943330984
12,59,45.678832828020674
13,80,70.3542137862933
14,28,78.26513969137532
15,46,25.823504790873265
16,100,8.594043811992213
17,63,42.31232741232456
18,82,17.226576021599428
19,72,29.30219961610101
20,5,28.279879669758955
21,10,83.25705677266572
22,0,52.337266782721926
23,30,48.98865010925337
24,39,30.423808333581615
25,58,45.359755356410105
26,21,69.92852202225762
27,93,84.9795058466999
28,56,84.24283777497126
29,62,1.3987928023676544
30,60,69.89998280684522
31,15,45.42664128017479
32,78,7.815368100428877
33,83,2.2754274070887592
34,18,70.70802840013918
35,51,89.67663002703257
36,4,53.921953620760796
37,84,65.01666709781507
38,77,31.937455741671293
39,65,66.85081716832966
40,100,68.06662802055715
41,9,22.781104087812963
42,12,70.75754411006558
43,69,12.151484372565957
44,1,39.43143310068624
45,5,91.87536674977407
46,14,73.7885912409427
47,6,94.0577036490756
48,97,39.26842373101408
49,81,69.34328098258035
50,30,17.814676897310775
51,1,23.891875539275485
52,31,91.89838328666427
53,13,64.0902974808496
54,34,38.8331848435045
55,4,40.49851928983398
56,93,46.640339091981595
57,33,3.903564854791064
58,3,70.70994317397658
59,54,66.7162353212883
60,64,38.42208020634277
61,27,11.368982058721466
62,80,10.824291619482718
63,14,45.57761656790472
64,18,84.05217856146226
65,30,12.588120909738143
66,16,87.60917216811038
67,55,50.13656111424848
68,50,18.4601056294996
69,85,49.60750104911238
70,22,86.05113506914422
71,26,65.82455145313669
72,2,48.821775842203316
73,73,29.495771210066113
74,15,84.75106662228904
75,96,99.32439162333498
76,39,73.71521778329034
77,30,53.43645784585538
78,60,20.914929799347703
79,56,50.244208524772496
80,62,55.33953836525549
81,97,63.247788690925375
82,85,10.732935908419506
83,84,31.32660765805855
84,59,8.050459479024985
85,63,72.78808039064084
86,6,51.335402082529605
87,68,17.146658971781857
88,91,36.43590912401082
89,36,39.11753450690188
90,28,19.08420805194745
91,26,71.83697969695598
92,80,0.021119580898254497
93,42,39.51783821495051
94,79,20.337031077949675
95,34,90.23506540075975
96,2,38.62354131419256
97,7,14.73071103254533
98,68,69.18286826605842
99,28,20.685033130351684
