id,release_time,position
0,73,3.2585065282054626
1,61,57.80913011344704
2,26,46.258050809294915
3,62,82.35888725334455
4,83,81.06187891977247
5,4,52.06693596399246
6,41,7.6089346781348155
7,95,99.65569925394551
8,5,42.03962002706605
9,17,60.3190610968185
10,48,42.12639948995278
11,86,26.232111049317673
12,22,68.58614854745947
13,84,36.258740822209525
14,58,76.78378139439906
15,30,96.93881604049189
16,78,37.524299356535536
17,74,0.40551441584074643
18,17,19.49533070698549
19,38,53.63451642255902
20,98,89.81962445391883
21,40,66.66899513377412
22,57,43.603095762412224
23,8,65.29777317087816
24,41,84.40678976619022
25,20,84.21751128457409
26,52,23.83740025529628
27,4,49.660349861654815
28,77,65.78909387591091
29,68,92.42676783734987
30,10,14.968813497140154
31,72,94.55650700194747
32,76,14.966165358510386
33,99,77.31381214902238
34,56,16.63637457932475
35,24,94.76939242234907
36,55,97.04866291141572
37,57,24.548187614075513
38,35,14.351321471670841
39,66,17.846041072072527
40,15,26.702706855337954
41,38,16.49378065796322
42,83,94.30254833478902
43,22,77.75113893753993
44,61,77.28493463067059
45,41,43.47105489944344
46,0,54.485055590102974
47,5,33.16572226354955
48,40,24.26226815575736
49,33,44.805592600101605
50,74,15.823204361339604
51,63,67.33532167485129
52,30,73.63208496969479
53,34,52.01096943214129
54,77,49.988000886718645
55,21,48.938611652176434
56,59,89.79883596385261
57,17,42.04353581465221
58,74,34.92305169900286
59,49,48.98957587909363
60,21,55.87200331788272
61,12,96.86781985609426
62,53,82.9066522682591
63,0,43.85783339695517
64,8,5.057294182209637
65,11,15.201204351154274
66,77,45.407833034881975
67,62,13.929965688765256
68,55,77.46014557861699
69,57,34.322935138803125
70,33,89.79415356273188
71,89,45.82459660121098
72,42,64.95291182373754
73,66,15.362734153599478
74,30,32.30618806117177
75,4,68.70199456481508
76,82,90.46690433362764
77,73,82.94231938453709
78,61,2.490279680184171
79,14,96.23558468839565
80,55,85.1214653691989
81,31,71.82423791983076
82,11,4.6235886195643445
83,70,76.68385355448595
84,13,98.131935906942
85,36,16.263337932528042
86,61,14.127353102702234
87,76,40.06699466674005
88,100,19.197332103443344
89,44,18.254414260197926
90,75,19.465631564517615
91,26,98.62735874652931
92,87,99.96980377175203
93,59,86.31726633288149
94,96,69.5236793364116
95,66,72.24744887909799
96,57,66.4073323782122
97,71,20.850665320373942
98,76,36.43255465919335
99,80,78.27646033997006
