id,release_time,position
0,13,61.587857978482184
1,96,65.20420203142754
2,31,27.111522656032317
3,32,29.10160029981983
4,9,65.84500182400758
5,38,46.661834928567046
6,50,39.380962235865425
7,15,26.351643520046853
8,40,35.803267961629324
9,33,36.06701106152034
10,80,63.16639223416798
11,19,16.105048769215248
12,85,66.3999052907005
13,21,1.0605295387642766
14,8,12.302634563166247
15,43,2.7787477397978266
16,35,20.442169795989294
17,48,40.36757989472546
18,56,89.64114159906745
19,12,87.259538204121
20,87,88.61548908913988
21,74,58.908416805727114
22,81,36.42576350360962
23,12,74.7003748080089
24,62,51.37814556974902
25,24,27.083078363985493
26,79,21.81879020090315
27,36,50.048012476131596
28,13,12.118463827764991
29,11,27.863158494732343
30,15,2.79974055418043
31,94,41.186904247011704
32,87,52.57645591046186
33,11,42.51886791023419
34,87,16.837280642129826
35,49,45.51669009739504
36,62,45.982603309335246
37,53,59.54466076693463
38,12,25.6378467936204
39,50,23.62633306476122
40,78,93.90202201087564
41,8,56.90919693059991
42,62,70.34708728401729
43,73,44.14050655000358
44,90,40.5686728238555
45,54,2.0795154180306974
46,90,56.94015426036074
47,60,26.35385942131402
48,38,53.0076847886373
49,5,62.841754078777754
50,60,79.77067176705125
51,12,38.78944374459261
52,4,19.239024305678054
53,3,98.29057753113243
54,75,50.66680109693402
55,66,93.61301049933901
56,45,98.97945020462177
57,14,3.5139731738315527
58,18,77.49520704078606
59,0,23.00353217891262
60,64,26.45463882565623
61,31,20.785206261222434
62,87,91.71390111150085
63,37,72.14143034934114
64,47,3.1529892691324446
65,76,74.12606845968315
66,100,75.72583493459642
67,65,64.45851016148717
68,25,36.64699233341332
69,49,24.487014085036485
70,49,54.594201262031405
71,99,90.98920547548572
72,62,91.52908694173931
73,78,3.1553449089152363
74,82,93.36372347876993
75,60,77.35533963101608
76,11,26.275262092911056
77,13,12.989971191169957
78,6,69.22427261508507
79,18,21.155999048587294
80,62,44.73786810463491
81,69,89.69419552423504
82,6,78.50946791944403
83,32,70.3892583911121
84,69,42.50061394177551
85,16,44.485806839401874
86,11,14.648552096290246
87,92,17.18998711299876
88,2,66.80740483717412
89,28,98.14036611240469
90,84,81.99809741487812
91,76,65.67898454018162
92,71,70.3211985873352
93,73,40.6530741366659
94,34,95.92154582579327
95,41,93.33300074690032
96,46,6.190516050628158
97,87,64.16507060393833
98,82,54.244150834654704
99,12,92.05521186201372
