id,release_time,position
0,59,61.32152331867212
1,34,13.853941251445523
2,86,0.6435054081123326
3,64,46.372153534217155
4,77,8.081464718300102
5,70,93.63858671236785
6,89,4.089576548481155
7,48,16.941420513004346
8,57,95.1271196641515
9,54,15.715716159662584
10,30,5.133402430227041
11,16,50.626905166898226
12,75,6.332757155753265
13,88,38.36648448526482
14,95,88.72639618938373
15,37,20.4960120277375
16,28,72.57063522413048
17,53,88.9576055763009
18,98,26.673357122674048
19,26,39.65429088561565
20,43,80.95107007264697
21,25,70.88007247924784
22,0,87.93731884001768
23,7,89.58127079815894
24,62,13.914281892391411
25,30,42.47253517525911
26,14,96.40125602248732
27,0,12.123244080218033
28,74,19.767034720855538
29,25,33.02166984100084
30,10,13.318339392371048
31,2,50.08033892872673
32,73,49.67416490434678
33,25,42.01074247719361
34,50,19.21644928955848
35,97,9.34177987340663
36,74,14.535719284828886
37,77,71.9635262774869
38,5,5.4173203334171305
39,71,68.32249805806637
40,19,74.51497410856973
41,94,99.48839066571122
42,4,12.133562466993963
43,90,40.23675989428369
44,30,16.173971899693782
45,64,4.303074431416176
46,46,84.56658175149913
47,66,59.025904212319425
48,99,68.77136460448735
49,44,10.99659119847123
50,74,36.556839534118765
51,26,40.217030196467164
52,73,74.56993089494601
53,48,79.9369853792688
54,42,0.061493689993386
55,14,21.342720256526693
56,56,26.963731888465247
57,11,30.715352765850845
58,36,10.306943593549878
59,100,5.516371894919192
60,48,78.07213333281474
61,54,49.73306011116404
62,90,77.77830157299401
63,72,73.76167555621277
64,54,64.78529664200046
65,12,96.40747737939594
66,51,50.9877215124439
67,71,36.9359978579996
68,85,29.029743500843452
69,88,84.32737132572902
70,33,2.9374309260426057
71,22,26.296075393646355
72,21,98.61660981197825
73,77,14.831931152846467
74,6,6.091071255831293
75,26,78.65789785152573
76,37,61.154867719705344
77,45,28.501037613037607
78,61,56.193214861844986
79,17,96.1771637846442
80,95,55.595973354585716
81,89,11.793100137708246
82,53,45.140044497341336
83,90,56.19254839731026
84,49,58.81733811436345
85,21,66.31883287092036
86,35,77.17047229207186
87,77,49.443581215196055
88,12,92.3189223173705
89,35,52.88377115752113
90,22,79.84112324542085
91,10,16.222484991065443
92,28,85.91092676893936
93,25,17.585054392841336
94,58,59.1523204440216
95,69,38.82840058445674
96,22,54.86195346866671
97,75,94.64372267010718
98,68,6.658321575289494
99,83,2.877331212920542
