id,release_time,position
0,57,86.57422852499215
1,99,46.565007009977336
2,65,85.50456359042586
3,24,18.46603438548766
4,65,47.57632362088763
5,78,79.29768725199526
6,12,44.65931527569984
7,18,9.06705374918394
8,88,63.44527828833485
9,76,98.21934207987782
10,57,65.39225335338405
11,78,65.00709739140726
12,79,1.500073694960491
13,67,6.316492005848218
14,4,19.020826279792914
15,30,59.961808495285055
16,99,46.393446122328456
17,56,59.09594434680575
18,25,51.91241147640767
19,81,29.415157064626474
20,0,66.24495318903682
21,58,65.48016390067555
22,52,99.76562004630843
23,10,70.78096214979495
24,40,75.79900490467689
25,65,28.903994731420212
26,8,56.314226065790564
27,13,40.0399804918491
28,37,38.65135317059345
29,2,84.73097733028044
30,0,21.350167847959256
31,6,46.99872760136664
32,90,39.74243880792812
33,9,56.624174587022445
34,25,77.85108586766508
35,34,33.68928364451542
36,39,33.258562546334794
37,52,75.80405169937589
38,15,13.459646885386068
39,90,10.104630895670507
40,7,46.49398460762315
41,62,17.767812819836614
42,71,18.83854675846165
43,65,19.068441529036605
44,93,76.95219973546794
45,53,64.37151237111671
46,14,39.485337153640096
47,27,0.047090850617714786
48,75,30.41451498709895
49,2,21.07102214344394
50,50,99.58357204077906
51,77,64.18356565904605
52,12,4.210782043115568
53,18,21.324336857752257
54,33,0.9575238620412985
55,78,32.895542554772994
56,37,38.616995568125354
57,9,9.011717296193023
58,74,63.65874055252442
59,1,60.12838435819388
60,47,62.21492324263461
61,16,95.9134672487313
62,61,83.23592288387658
63,17,86.65256678022223
64,23,62.72448759834119
65,39,90.8423730942483
66,78,24.94985664292496
67,24,15.847571000027937
68,80,94.04048960948825
69,25,68.69740035395014
70,49,88.21897542664125
71,77,7.849780784142924
72,6,10.383968136494804
73,4,51.23558265170567
74,32,23.840719267598274
75,90,39.16109670473739
76,53,82.37178467573527
77,76,49.09995071100841
78,66,17.543339676585923
79,92,97.71782164929517
80,16,22.83963373251252
81,71,65.35075966447582
82,78,61.43030157248681
83,35,21.240024952113757
84,26,74.89851118369012
85,8,26.9193928028841
86,57,24.906402871352118
87,5,17.625377537281718
88,47,53.10036210132346
89,16,9.21921235482779
90,17,89.09402299698125
91,42,65.6932046509572
92,88,52.193896907896
93,17,58.98756312957445
94,2,47.4792897032294
95,45,70.09700187430136
96,4,2.1259178209101393
97,81,7.4833657460180785
98,8,73.0497980945282
99,40,13.660580664394518
