id,release_time,position
0,41,94.78653606090633
1,50,65.09344730398537
2,9,82.12742919913083
3,12,36.56889169125856
4,7,90.97040631431022
5,27,3.749565844198488
6,55,41.81721513707595
7,30,9.071301334386506
8,54,5.911050607898916
9,72,12.380196114964559
10,28,63.06259157317371
11,74,94.77089424570056
12,73,58.554142264038674
13,6,97.62551055929201
14,5,55.66648979370926
15,17,28.960928633167626
16,18,54.06858855321425
17,73,30.848182410193438
18,87,18.072637992393748
19,74,57.120439141179226
20,24,37.23975427257312
21,70,71.21107657461536
22,72,5.960116996623266
23,26,49.64144951134918
24,68,42.75923056694029
25,40,46.5601865839674
26,58,36.158235594456634
27,31,79.43794815224912
28,89,77.98296305842437
29,10,57.442371025867104
30,67,49.511635955525556
31,43,72.94452894392177
32,36,60.89590190364036
33,9,11.806577825496213
34,53,16.49621036435732
35,43,15.198453466050477
36,62,42.16983544767443
37,85,7.762048218079554
38,71,57.302594027738394
39,40,34.01223621911955
40,44,59.436987710501846
41,74,79.68919758215944
42,8,83.99677805125414
43,34,47.40983374196445
44,85,6.499997571609484
45,93,70.14920213044239
46,82,57.79462307177181
47,87,82.19247866097149
48,36,71.66277943983036
49,85,34.700525568845066
50,59,35.5464109540346
51,78,11.70957944817319
52,7,21.820777481967944
53,36,12.934022201868423
54,31,39.78976785462327
55,63,8.058130120013862
56,57,40.16442563343041
57,35,88.33838264415125
58,55,86.39844696985152
59,35,70.6396709496502
60,45,68.27230593874516
61,48,95.77312039639912
62,19,8.298469466133207
63,19,23.195686681953575
64,29,1.2063059843798851
65,75,18.23428739811973
66,36,0.40936033850639264
67,53,53.45909623001036
68,78,56.6341223706392
69,16,69.0493657135978
70,65,95.02239496826584
71,83,67.62000824495014
72,6,45.664372220287476
73,99,95.18862208315223
74,87,79.7873121196566
75,50,39.80696305556508
76,50,10.353709371032426
77,81,40.044263051634886
78,24,6.734761584302484
79,26,44.06268683247505
80,14,34.00536522323434
81,6,10.23795977252221
82,72,15.126493227942795
83,12,94.89487585694336
84,78,2.5500886666145695
85,26,61.406898778847875
86,19,63.44095785339009
87,44,60.227918896200826
88,60,12.284223076219492
89,62,99.31027217047139
90,59,48.03951046156485
91,39,8.588466155616558
92,13,74.96739204424308
93,94,26.47568917171801
94,88,16.14386105264315
95,2,20.52150067015407
96,67,36.175245900901054
97,88,54.317242588211435
98,3,75.81429595359373
99,38,97.85012427189727
100,11,69.61967859078018
101,33,51.839685713276104
102,21,35.56961698229455
103,28,53.2592397492879
104,99,50.26970232253149
105,81,22.304167310318512
106,100,98.49260505908907
107,24,80.60785847856675
108,51,73.98730203757141
109,29,19.991798339514965
110,63,35.556254335495815
111,3,98.960358670307
112,35,47.224006249885534
113,24,69.25219417001233
114,44,44.72276777667234
115,92,98.80380582028602
116,46,8.053812548862638
117,13,22.684582673072796
118,25,33.77374798385304
119,61,62.406639743781824
120,78,84.04355272792898
121,61,90.91991979850683
122,44,79.96437448496602
123,10,83.4648807798219
124,15,90.97771375517229
125,100,71.14929836253856
126,25,47.80327445940002
127,22,43.39250757480817
128,81,33.25171998646099
129,92,39.583849506944816
130,51,74.33527108043208
131,10,72.47986656342152
132,21,99.31123564171669
133,3,15.115070038148982
134,59,80.65019820321962
135,18,61.15733372160083
136,76,98.03059434470305
137,84,93.74675106287562
138,19,54.866004398677916
139,16,2.1396674321911724
140,92,64.96746696738306
141,67,74.94962284984052
142,17,43.38094367574856
143,24,82.61552518152212
144,27,2.799372562642999
145,27,29.296665267021893
146,30,76.36797844353107
147,41,25.936479527021017
148,53,83.41949964394693
149,7,91.00170563155565
150,45,89.77040012043787
151,84,58.334877204185
152,66,42.062827070906515
153,64,13.076325902212382
154,19,52.35065855871663
155,2,87.28055986771352
156,99,18.310788727219872
157,0,77.6038965576667
158,19,17.23467122134489
159,60,61.91012391834949
160,15,55.647562490221326
161,41,68.23313647385591
162,67,55.54418748802469
163,100,77.64901005186842
164,71,5.6822570029603785
165,24,27.691707046478154
166,98,9.774527331973603
167,57,56.17293866564762
168,97,89.40120779908301
169,8,44.32483935774388
170,78,97.33602516766871
171,77,51.21614724353194
172,88,27.71855402912631
173,65,53.32854375791709
174,61,50.7751859288671
175,31,69.92178821802858
176,33,92.27842134201065
177,25,83.99997833932058
178,17,41.66370564820018
179,50,44.21180882750436
180,9,67.11554470705893
181,54,7.312076697267433
182,85,30.278007525157935
183,15,89.70264328787668
184,19,93.95046585509171
185,82,66.02565151913709
186,18,25.310783745968955
187,17,96.75447826663839
188,28,74.66820921935448
189,12,39.82568747172719
190,62,16.279517106616083
191,85,83.24446694829476
192,20,70.63235523665085
193,65,40.38097511166047
194,53,19.574466613393117
195,40,9.21940261285814
196,46,1.9482928052393156
197,70,45.86707684431828
198,90,1.8081980827037603
199,42,51.74338566059401
200,37,51.22622844634556
201,8,11.284995812984732
202,100,22.855385371816116
203,13,8.40612669703682
204,34,3.958818991406765
205,99,18.155139141117104
206,96,12.95555593056773
207,54,84.95878272608951
208,86,81.89789797812817
209,33,40.594782791560846
